seed,epoch,train_loss,val_loss,train_recall_smishing,train_f1_smishing,val_recall_smishing,val_f1_smishing
42,1,0.620668154744921,0.5287755727767944,0.9482384823848239,0.8311163895486937,0.9266750948166877,0.8339021615472128
42,2,0.49360917958463757,0.4473312199115753,0.9037940379403794,0.8214285714285713,0.8862199747155499,0.8276269185360094
42,3,0.4333116734254005,0.40337178111076355,0.9086720867208672,0.8295398317664523,0.8950695322376738,0.8383658969804618
42,4,0.3962039793894543,0.372418075799942,0.9203252032520325,0.8415314087473671,0.8975979772439949,0.8457415128052412
42,5,0.3683838474233622,0.3493972420692444,0.9165311653116531,0.8572877059569075,0.8988621997471555,0.856110776640578
42,6,0.3459324434359222,0.32891738414764404,0.9295392953929539,0.8655059298511228,0.9127686472819216,0.8651887357699221
42,7,0.3269466477680982,0.31537842750549316,0.9094850948509485,0.8824612148303971,0.8938053097345132,0.8831980012492191
42,8,0.3116262259845165,0.29906925559043884,0.9387533875338754,0.8852542806031178,0.9254108723135271,0.8894289185905224
42,9,0.29800362060386637,0.2869080603122711,0.9287262872628727,0.8927966653640745,0.9089759797724399,0.8937228091982599
42,10,0.2857997430049307,0.2771913409233093,0.918970189701897,0.8979213557526811,0.900126422250316,0.8927899686520376
42,11,0.27662431851312075,0.2672502398490906,0.9371273712737127,0.9012249152984102,0.9216182048040455,0.9005558987029031
42,12,0.2663367561531584,0.2589859366416931,0.9311653116531166,0.904329517041716,0.9152970922882427,0.9027431421446385
42,13,0.25913996119809346,0.251799613237381,0.9265582655826559,0.909187608030847,0.9089759797724399,0.9044025157232705
42,14,0.25044379693059743,0.244848370552063,0.932520325203252,0.9117647058823529,0.9165613147914032,0.9085213032581454
42,15,0.24392598719616246,0.23896320164203644,0.9292682926829269,0.9139125799573561,0.9140328697850821,0.9123028391167193
42,16,0.2375380009655061,0.23598864674568176,0.9121951219512195,0.9164170977402669,0.9039190897597977,0.917254650416934
42,17,0.23232355357670204,0.22906070947647095,0.9214092140921409,0.9187947574652074,0.9077117572692794,0.9175718849840256
42,18,0.226310884823321,0.2242884784936905,0.9214092140921409,0.9210348096979548,0.9102402022756005,0.9207161125319693
42,19,0.2215233526740294,0.21865366399288177,0.9327913279132791,0.9226645221820131,0.9254108723135271,0.9242424242424242
42,20,0.21675749887941975,0.21488584578037262,0.9273712737127371,0.9244900715925974,0.9216182048040455,0.9268912905276543
42,21,0.21275031959945917,0.21226592361927032,0.9219512195121952,0.9263444520081687,0.9127686472819216,0.9268292682926829
42,22,0.2088388872663503,0.20890967547893524,0.9211382113821138,0.9270421382790128,0.9152970922882427,0.9282051282051282
42,23,0.2052334700415774,0.203818216919899,0.9295392953929539,0.9284070916226824,0.922882427307206,0.9305289993626513
42,24,0.2011805346260872,0.2004721760749817,0.9308943089430894,0.929760454730004,0.9292035398230089,0.9339263024142312
42,25,0.19778391665559475,0.1975976973772049,0.9306233062330623,0.9310017622339705,0.9292035398230089,0.9351145038167938
42,26,0.19481937492766033,0.19413933157920837,0.9365853658536586,0.933675536944482,0.9304677623261695,0.9346031746031745
42,27,0.19173983329033786,0.19225506484508514,0.9292682926829269,0.9330612244897959,0.9292035398230089,0.9375
42,28,0.18872682749417416,0.18944624066352844,0.9308943089430894,0.9346938775510204,0.9292035398230089,0.9380982769623484
42,29,0.1859964071735134,0.18599800765514374,0.9422764227642276,0.9359353970390308,0.9367888748419722,0.9367888748419722
42,30,0.18328745615514636,0.18508818745613098,0.9287262872628727,0.9358274167121792,0.9279393173198482,0.939820742637644
42,31,0.1811396441808561,0.18321380019187927,0.9260162601626016,0.9356516976998904,0.9266750948166877,0.9415542710340398
42,32,0.17834907869497935,0.1790134757757187,0.9420054200542005,0.9393325226320767,0.9355246523388117,0.937896070975919
42,33,0.1762732371324446,0.17693141102790833,0.9398373983739837,0.9404745762711865,0.934260429835651,0.9384126984126985
42,34,0.17389082116324728,0.17476068437099457,0.9433604336043361,0.9409379645898094,0.9355246523388117,0.9384908053265694
42,35,0.17150725142419498,0.17382943630218506,0.9338753387533876,0.9401173100531989,0.9329962073324906,0.9437340153452686
42,36,0.1699058678738147,0.1717013418674469,0.935230352303523,0.9409679618268575,0.9329962073324906,0.9437340153452686
42,37,0.16780353658567598,0.16957083344459534,0.9504065040650407,0.940592731661526,0.9481668773704172,0.9410288582183187
42,38,0.16710438427886343,0.17136751115322113,0.9227642276422764,0.93814575010332,0.9266750948166877,0.942159383033419
