seed,epoch,train_loss,val_loss,train_recall_smishing,train_f1_smishing,val_recall_smishing,val_f1_smishing
123,1,0.6276256309615241,0.5413939356803894,0.9265582655826559,0.8259451624592342,0.9013906447534766,0.831002331002331
123,2,0.502786111815512,0.45511189103126526,0.9371273712737127,0.8324506499759269,0.9127686472819216,0.8361320208453967
123,3,0.4411833168691413,0.4100106954574585,0.9192411924119241,0.8323926380368099,0.900126422250316,0.8366627497062279
123,4,0.4026302889110596,0.3785020709037781,0.9392953929539295,0.8423866812492407,0.9203539823008849,0.8479906814210832
123,5,0.37445440823792764,0.3556472957134247,0.9121951219512195,0.8531238119376504,0.8912768647281921,0.8519637462235649
123,6,0.35134026941245167,0.33394190669059753,0.9330623306233062,0.8631235898721483,0.9165613147914032,0.8656716417910447
123,7,0.3318131116024524,0.3176923096179962,0.9227642276422764,0.8775773195876289,0.9077117572692794,0.8804414469650521
123,8,0.3152367205316135,0.30463913083076477,0.9146341463414634,0.8866412715092606,0.8988621997471555,0.8870867124142233
123,9,0.30137842480083143,0.29079481959342957,0.929810298102981,0.8918637899662075,0.911504424778761,0.8934324659231722
123,10,0.2893011822610044,0.28037789463996887,0.9211382113821138,0.8973072861668425,0.9051833122629582,0.8938826466916354
123,11,0.2782164023174503,0.2702377140522003,0.9333333333333333,0.9018067556952082,0.9127686472819216,0.8974518334369175
123,12,0.2695150371247191,0.26215067505836487,0.9227642276422764,0.9045025899853897,0.9102402022756005,0.9028213166144201
123,13,0.2606275138170092,0.25545501708984375,0.9173441734417345,0.9081153588195843,0.9026548672566371,0.9060913705583756
123,14,0.25308942284364366,0.2477024495601654,0.9428184281842819,0.9096613936462283,0.9292035398230089,0.9090909090909091
123,15,0.24601570891170968,0.2409772127866745,0.9300813008130081,0.9144684252597921,0.9140328697850821,0.9117276166456495
123,16,0.23923055714546504,0.2359740287065506,0.9227642276422764,0.9161845822682633,0.9102402022756005,0.9137055837563453
123,17,0.23333777785301207,0.2298511415719986,0.9292682926829269,0.9181952068550008,0.9190897597977244,0.9173501577287066
123,18,0.22811519147419348,0.22590960562229156,0.9219512195121952,0.920081135902637,0.9102402022756005,0.9189534141671986
123,19,0.22302289199699876,0.22112764418125153,0.924119241192412,0.9231185706551164,0.9127686472819216,0.9209183673469388
123,20,0.21822112629084084,0.21620625257492065,0.9292682926829269,0.9243833400727861,0.9254108723135271,0.9265822784810126
123,21,0.21419157103955908,0.2130722999572754,0.9254742547425474,0.9266042599375932,0.9190897597977244,0.9261146496815287
123,22,0.20955471784118715,0.2082131952047348,0.9395663956639566,0.9277495317099277,0.9355246523388117,0.930232558139535
123,23,0.20624284673189405,0.20593290030956268,0.9260162601626016,0.9294165646674827,0.9203539823008849,0.9297573435504469
123,24,0.20234928332208618,0.20149043202400208,0.9330623306233062,0.9297866594652984,0.9292035398230089,0.9327411167512691
123,25,0.1986773432835654,0.19824011623859406,0.9411924119241193,0.9307249095537988,0.9367888748419722,0.9320754716981132
123,26,0.1958708556121604,0.19538848102092743,0.9338753387533876,0.9323593073593074,0.9304677623261695,0.9351969504447267
123,27,0.1923674150937941,0.19224922358989716,0.9387533875338754,0.9328127103810422,0.934260429835651,0.9336702463676564
123,28,0.1900707066462938,0.18959833681583405,0.9376693766937669,0.9338731443994601,0.9329962073324906,0.935361216730038
123,29,0.18752213297336082,0.19106170535087585,0.9181571815718157,0.932947817706182,0.9152970922882427,0.9360051712992891
