epoch,train_loss,val_loss,train_recall_smishing,train_f1_smishing,val_recall_smishing,val_f1_smishing
1,0.6027846962778872,0.521492600440979,0.9672086720867209,0.8370075046904315,0.9519595448798989,0.8446438586651711
2,0.48984168449714577,0.44467779994010925,0.9186991869918699,0.8269301134284669,0.8950695322376738,0.8319623971797885
3,0.43575618585273823,0.40665972232818604,0.8989159891598916,0.8253296840009953,0.8811630847029077,0.8307508939213349
4,0.40301055725673995,0.3789641857147217,0.9016260162601626,0.8312304809494067,0.8849557522123894,0.8403361344537815
5,0.37571686339895255,0.35570499300956726,0.9173441734417345,0.8460384903774056,0.8963337547408344,0.850629874025195
6,0.3546670546215078,0.3373664617538452,0.916260162601626,0.8607433808553971,0.8950695322376738,0.8555891238670695
7,0.337060956596359,0.32141512632369995,0.9197831978319784,0.8728301401568729,0.9051833122629582,0.8742368742368742
8,0.32148007159310626,0.30848145484924316,0.9159891598915989,0.8814708566957883,0.9039190897597977,0.8870967741935484
9,0.3077016839490027,0.297771692276001,0.9070460704607046,0.8858012438798465,0.8975979772439949,0.8880550343964978
10,0.29667941742150117,0.2863251864910126,0.9176151761517615,0.8918740945607797,0.9039190897597977,0.8931917551530294
11,0.28651182323613467,0.2761259078979492,0.932520325203252,0.8974960876369327,0.9102402022756005,0.8938547486033519
12,0.2766270379871534,0.26865842938423157,0.9222222222222223,0.8995506212001058,0.9077117572692794,0.8991859737006888
13,0.26830356192136523,0.26092278957366943,0.9262872628726287,0.9036351619299405,0.9089759797724399,0.899874843554443
14,0.26088945873707614,0.25399720668792725,0.9292682926829269,0.907262865458394,0.9140328697850821,0.90375
15,0.2542496052860891,0.2498576045036316,0.9149051490514906,0.9085037674919269,0.900126422250316,0.9075844486934354
16,0.2476888580050895,0.24210157990455627,0.9319783197831978,0.9119596923892866,0.9203539823008849,0.9117094552285535
17,0.24153500641103037,0.23682662844657898,0.9300813008130081,0.913373253493014,0.9216182048040455,0.9152542372881356
18,0.23641237921023434,0.23258459568023682,0.9257452574525745,0.9169239028318347,0.9152970922882427,0.9193650793650794
19,0.23092293555174417,0.227375328540802,0.9411924119241193,0.9173269941891178,0.9329962073324906,0.9167701863354037
20,0.22620341772955607,0.22404439747333527,0.9252032520325203,0.9218307006885379,0.9152970922882427,0.9246487867177522
21,0.22165834603270865,0.2198415845632553,0.9265582655826559,0.9226824989879908,0.9165613147914032,0.9259259259259259
22,0.21759026848526827,0.21619203686714172,0.9254742547425474,0.9249729144095341,0.9152970922882427,0.9258312020460358
23,0.21353034448171374,0.21222247183322906,0.9289972899728998,0.9267369559340363,0.922882427307206,0.9281627463445645
24,0.20964410466553396,0.20853641629219055,0.9330623306233062,0.9284077120129433,0.9254108723135271,0.9289340101522843
25,0.20639451493415728,0.2052241563796997,0.9333333333333333,0.9288025889967637,0.9241466498103666,0.9306174411203055
26,0.2032020874058974,0.20252472162246704,0.9308943089430894,0.9305160503860219,0.922882427307206,0.9317166560306318
27,0.20014341916979814,0.20151831209659576,0.9246612466124661,0.9323678098100834,0.9152970922882427,0.9317889317889317
28,0.1966881532656145,0.1962233930826187,0.9420054200542005,0.9314040728831725,0.9367888748419722,0.9356060606060606
29,0.19367487777862447,0.19479024410247803,0.9292682926829269,0.9340779079269954,0.9178255372945638,0.9307692307692308
30,0.19094473570181425,0.19101640582084656,0.9392953929539295,0.9333512858489296,0.934260429835651,0.9366286438529785
31,0.18839192230526994,0.18986676633358002,0.9306233062330623,0.9360774158375358,0.9190897597977244,0.9320512820512821
32,0.18573795460103973,0.18700982630252838,0.932520325203252,0.9364539393114709,0.9241466498103666,0.934185303514377
33,0.18339864597087954,0.18391230702400208,0.9422764227642276,0.9375758392881219,0.9393173198482933,0.9387239418825016
34,0.18081986314559048,0.18271711468696594,0.9338753387533876,0.9381976585897087,0.922882427307206,0.9346991037131882
35,0.17857035258759651,0.1797962337732315,0.9452574525745258,0.9378865286367303,0.9443742098609356,0.9408060453400504
36,0.17595091051040948,0.17879875004291534,0.9341463414634147,0.9402618657937807,0.922882427307206,0.9370988446726572
37,0.1742385953907075,0.17594437301158905,0.9411924119241193,0.9415751660566626,0.9380530973451328,0.9398353388220393
38,0.17226029373604432,0.17420940101146698,0.9409214092140922,0.9423259601031347,0.9367888748419722,0.9403553299492385
39,0.1703361413343166,0.17286182940006256,0.9376693766937669,0.9423941168459757,0.93173198482933,0.9400510204081632
40,0.168543872624878,0.1721886247396469,0.9333333333333333,0.9426577254687286,0.922882427307206,0.9370988446726572
41,0.16648956242454085,0.16890555620193481,0.9411924119241193,0.9438782443266748,0.9393173198482933,0.9434920634920635
42,0.164590301043619,0.16769401729106903,0.9406504065040651,0.9451327433628318,0.9355246523388117,0.9414758269720102
43,0.16307570200140883,0.16546691954135895,0.9447154471544715,0.9444594960715254,0.9405815423514539,0.9435637285986049
44,0.16153679423054382,0.16441214084625244,0.9411924119241193,0.9454198992786171,0.9380530973451328,0.9428208386277002
45,0.1599127629261999,0.16237187385559082,0.948780487804878,0.9457050243111832,0.943109987357775,0.9443037974683545
46,0.15838337569701963,0.1613389253616333,0.9422764227642276,0.9462511906381821,0.9380530973451328,0.9428208386277002
47,0.15706600147049601,0.16150742769241333,0.9368563685636856,0.946215957301218,0.9329962073324906,0.9431309904153354
48,0.15538805614157422,0.15807592868804932,0.9517615176151761,0.9475246189127209,0.9456384323640961,0.9456384323640961
49,0.15427152453883877,0.159740149974823,0.932520325203252,0.9461094308496013,0.9292035398230089,0.9435173299101413
50,0.15228396381142986,0.15582628548145294,0.9449864498644986,0.9483274408485178,0.9380530973451328,0.9434202161474888
51,0.15099571464346032,0.15419374406337738,0.9498644986449865,0.9487075382325078,0.9443742098609356,0.9455696202531646
52,0.14980242450224351,0.15298515558242798,0.9493224932249322,0.9493224932249322,0.943109987357775,0.9449018366054465
53,0.14848747002238505,0.1519339233636856,0.9474254742547426,0.9497419179570769,0.9418457648546145,0.9454314720812182
54,0.14724147785808336,0.15131732821464539,0.9447154471544715,0.9502521466539458,0.9380530973451328,0.9446212603437301
55,0.14613568181510217,0.15032488107681274,0.9452574525745258,0.9506677568819842,0.9380530973451328,0.9458253664754621
56,0.14502469868194767,0.14822246134281158,0.9512195121951219,0.9512195121951219,0.9469026548672567,0.9475015812776724
57,0.14320391863988344,0.14847049117088318,0.9436314363143632,0.9517561842285089,0.9367888748419722,0.9451530612244898
58,0.14258812767703358,0.14669698476791382,0.9468834688346883,0.9516546370693177,0.9380530973451328,0.9452229299363057
