epoch,train_loss,val_loss,train_recall_smishing,train_f1_smishing,val_recall_smishing,val_f1_smishing
1,0.6207202942713812,0.5307114720344543,0.9474254742547426,0.8306010928961749,0.9241466498103666,0.8325740318906606
2,0.4967999568799647,0.45122846961021423,0.902710027100271,0.8199384615384615,0.8836915297092288,0.8262411347517731
3,0.4384195158152076,0.4086863100528717,0.9070460704607046,0.8271345607314964,0.8900126422250316,0.8356083086053413
4,0.40270643058185007,0.37875011563301086,0.9154471544715447,0.8360351441653261,0.900126422250316,0.8446026097271648
5,0.3758016642193161,0.3565777540206909,0.9138211382113821,0.8474491078160342,0.8912768647281921,0.8483754512635379
6,0.35405467936017004,0.3366140127182007,0.9300813008130081,0.8622032407988947,0.9165613147914032,0.8630952380952381
7,0.33550771946506447,0.32360801100730896,0.9035230352303523,0.8752953531110528,0.8862199747155499,0.8751560549313359
8,0.32046158371902095,0.3075227737426758,0.9382113821138212,0.879461450527118,0.9190897597977244,0.8785498489425981
9,0.30703896676621784,0.29565173387527466,0.92710027100271,0.8889177601662985,0.9089759797724399,0.892059553349876
10,0.29493591985728357,0.2861133813858032,0.916260162601626,0.8917315046815245,0.9013906447534766,0.8929242329367564
11,0.2858258656693022,0.27617591619491577,0.9360433604336044,0.8967934570946384,0.9178255372945638,0.8974042027194067
12,0.27550146708966594,0.2680632174015045,0.9303523035230352,0.9004590163934426,0.9102402022756005,0.8966376089663761
13,0.26821787688467236,0.2609069347381592,0.9262872628726287,0.9037546271813856,0.9089759797724399,0.9004383218534753
14,0.25956376138418347,0.25397977232933044,0.9314363143631437,0.9059040590405905,0.9127686472819216,0.9025
15,0.2529976917476189,0.24815015494823456,0.92710027100271,0.9088735387885228,0.9102402022756005,0.9045226130653267
16,0.24659704561963636,0.24517612159252167,0.9092140921409214,0.9109421667119196,0.8988621997471555,0.9115384615384615
17,0.24117080968246873,0.23819875717163086,0.9200542005420054,0.9130025547935996,0.9026548672566371,0.9078194532739987
18,0.2351718536318156,0.23335784673690796,0.9195121951219513,0.9156659020375119,0.9039190897597977,0.9137380191693291
19,0.23028315246751316,0.22769415378570557,0.9319783197831978,0.9170666666666667,0.9216182048040455,0.9169811320754717
20,0.2254236361925518,0.22388827800750732,0.9260162601626016,0.9194134266110587,0.9152970922882427,0.9205340114431023
21,0.22132606831831014,0.22100181877613068,0.9195121951219513,0.9220108695652174,0.9051833122629582,0.9197174052665382
22,0.2173235663230503,0.2177346646785736,0.9184281842818428,0.9238108218617964,0.9039190897597977,0.9207984546039922
23,0.21357867409220233,0.2124708592891693,0.9289972899728998,0.9241137619625286,0.9254108723135271,0.9295238095238095
24,0.209391935125276,0.20924091339111328,0.9284552845528455,0.9260710906879308,0.9254108723135271,0.9312977099236641
25,0.2059371985232604,0.20621849596500397,0.9281842818428184,0.9275558564658091,0.9203539823008849,0.929757343550447
26,0.20288312712174444,0.20267526805400848,0.932520325203252,0.9289956803455723,0.9279393173198482,0.9338422391857506
27,0.19966210982179253,0.2006957232952118,0.9265582655826559,0.9302135763841655,0.9216182048040455,0.9322250639386189
28,0.19655676189315352,0.1975032091140747,0.9295392953929539,0.9313060005430356,0.922882427307206,0.9323116219667944
29,0.1937257280840783,0.1942252665758133,0.9401084010840108,0.9309003086005635,0.9329962073324906,0.9341772151898734
30,0.1909796600903922,0.19327251613140106,0.9262872628726287,0.9333697433096668,0.9203539823008849,0.9327354260089686
31,0.18869241272530904,0.19120001792907715,0.9249322493224932,0.934684376283719,0.9190897597977244,0.932649134060295
32,0.1857834277841134,0.18697290122509003,0.9382113821138212,0.9351701782820098,0.9304677623261695,0.9351969504447268
33,0.18360709963129143,0.1848989576101303,0.9357723577235773,0.9369149369149369,0.9266750948166877,0.9337579617834395
34,0.18110105136061103,0.18255993723869324,0.9395663956639566,0.9369004188623159,0.934260429835651,0.9372225745085606
35,0.17869762481066592,0.1815391629934311,0.9317073170731708,0.9385749385749386,0.922882427307206,0.9329073482428115
36,0.17697411876545366,0.17932452261447906,0.9336043360433605,0.9394600490864466,0.9241466498103666,0.933588761174968
37,0.17489119139790213,0.17700625956058502,0.9495934959349593,0.9376505218089376,0.9469026548672567,0.9415461973601509
38,0.17399807668475278,0.17933951318264008,0.9203252032520325,0.9376035339591386,0.9152970922882427,0.9329896907216495
39,0.17154402870957444,0.17288541793823242,0.9414634146341463,0.9404439631835408,0.9355246523388117,0.9384908053265695
40,0.16908698610173978,0.1712809056043625,0.9409214092140922,0.941304053138132,0.934260429835651,0.9384126984126984
41,0.16729214807674492,0.16953471302986145,0.9468834688346883,0.9413983564596524,0.9405815423514539,0.9399873657612129
42,0.16548023020348898,0.1678760051727295,0.9449864498644986,0.9423050939062289,0.9393173198482933,0.9405063291139241
43,0.163733450999751,0.16643254458904266,0.9509485094850949,0.9432795698924731,0.9469026548672567,0.9433249370277078
44,0.16218378211101542,0.1649375706911087,0.943089430894309,0.9441128594682583,0.9367888748419722,0.940952380952381
45,0.1607923023261352,0.1643219143152237,0.9371273712737127,0.9446796885671357,0.93173198482933,0.9394518801784576
46,0.1592414068981884,0.1617526113986969,0.9490514905149051,0.9461029312440903,0.9456384323640961,0.9450410612760581
47,0.1575826382572412,0.160523921251297,0.9447154471544715,0.9459972862957937,0.9367888748419722,0.940952380952381
48,0.1559733893772774,0.15906301140785217,0.9452574525745258,0.9460265798752373,0.9405815423514539,0.9423685877137429
49,0.15488478403265885,0.15840886533260345,0.9417344173441734,0.9478996181123841,0.934260429835651,0.9408020369191598
50,0.15365871139335116,0.15636439621448517,0.9476964769647697,0.9470548408937034,0.9418457648546145,0.9430379746835443
51,0.1522509754350192,0.1550765186548233,0.9471544715447154,0.9479251423921887,0.9418457648546145,0.9430379746835443
52,0.15060840717499172,0.15447065234184265,0.9436314363143632,0.9489031203161193,0.9380530973451328,0.9428208386277002
53,0.14935868398606938,0.15270139276981354,0.9523035230352304,0.9485760561479282,0.9481668773704172,0.9463722397476341
54,0.14838605596605678,0.15208043158054352,0.9441734417344173,0.949448153699414,0.9393173198482933,0.9434920634920635
55,0.14692908642576316,0.1511339396238327,0.9436314363143632,0.9501978441806522,0.9380530973451328,0.9446212603437301
