epoch,train_loss,val_loss,train_recall_smishing,train_f1_smishing,val_recall_smishing,val_f1_smishing
1,0.621747718141654,0.5329335331916809,0.9474254742547426,0.8302066017573023,0.9216182048040455,0.8312428734321551
2,0.4997752645151402,0.45460277795791626,0.9005420054200542,0.8183721216598941,0.8786346396965866,0.8239478363959691
3,0.44245713170627915,0.4128481149673462,0.9037940379403794,0.8255972273796262,0.8862199747155499,0.8320474777448071
4,0.40749363656935655,0.38355565071105957,0.9149051490514906,0.8350234974029186,0.8988621997471555,0.8414201183431953
5,0.3810712357685172,0.36180466413497925,0.9116531165311653,0.8425798371947402,0.8975979772439949,0.8497905445840814
6,0.35963280052350466,0.34201642870903015,0.9295392953929539,0.8533399676576688,0.911504424778761,0.8583333333333333
7,0.3412573364692006,0.3293309211730957,0.9021680216802168,0.8708960104643558,0.8824273072060683,0.8692403486924035
8,0.3262574256112582,0.3131448030471802,0.9373983739837398,0.8761398176291794,0.9203539823008849,0.875
9,0.3128620730506049,0.3013201355934143,0.9279132791327913,0.8862430438721367,0.9127686472819216,0.8869778869778869
10,0.30074969746556063,0.29196420311927795,0.9170731707317074,0.8874901652242329,0.900126422250316,0.8888888888888888
11,0.29158752079255534,0.28182515501976013,0.9355013550135501,0.8919896640826873,0.9203539823008849,0.896551724137931
12,0.28112290882805824,0.27370449900627136,0.9314363143631437,0.8965697143602452,0.9165613147914032,0.8983890954151177
13,0.27371655686437923,0.2665286958217621,0.9257452574525745,0.8998946259220232,0.9077117572692794,0.8980612883051907
14,0.26502009668970494,0.25953900814056396,0.9314363143631437,0.9029292000525417,0.9152970922882427,0.9016189290161893
15,0.25833633118851723,0.2536777853965759,0.9273712737127371,0.9072110286320254,0.9064475347661188,0.9018867924528302
16,0.251771447151334,0.25068405270576477,0.9105691056910569,0.9113100081366965,0.900126422250316,0.909323116219668
17,0.24629629175998977,0.24358385801315308,0.9208672086720867,0.9144241119483315,0.9039190897597977,0.9079365079365079
18,0.2401918541448226,0.2388327270746231,0.9195121951219513,0.9162840939778558,0.9064475347661188,0.913375796178344
19,0.23519458261931814,0.23296977579593658,0.9287262872628727,0.9168004280363831,0.9178255372945638,0.9137822529893015
20,0.23022023119577548,0.2290578931570053,0.9249322493224932,0.9195742961066954,0.9127686472819216,0.9174078780177891
21,0.2259602706606795,0.22587302327156067,0.9211382113821138,0.9201407688142934,0.9102402022756005,0.9207161125319693
22,0.2219746459305771,0.22285309433937073,0.9186991869918699,0.9216965742251223,0.9064475347661188,0.9210019267822736
23,0.21807176770395056,0.21747000515460968,0.9284552845528455,0.9238236483753539,0.9203539823008849,0.9256198347107438
24,0.21378041470276954,0.21411539614200592,0.9289972899728998,0.9248617293943073,0.9216182048040455,0.928071292170592
25,0.21020572040139174,0.21105548739433289,0.9276422764227642,0.9252601702932829,0.9216182048040455,0.928071292170592
26,0.20703789637825354,0.20742470026016235,0.9322493224932249,0.9269738614928591,0.9266750948166877,0.9296131896005073
27,0.20374341491599715,0.20566582679748535,0.9243902439024391,0.9272801413619682,0.9165613147914032,0.928891736066624
28,0.20060336374170412,0.20232485234737396,0.92710027100271,0.9284841905278871,0.922882427307206,0.9311224489795918
29,0.1976069717307078,0.1987648457288742,0.9387533875338754,0.929309188464118,0.9355246523388117,0.9337539432176656
30,0.1947180630957208,0.19793368875980377,0.9243902439024391,0.9305688173509753,0.9178255372945638,0.9319640564826701
31,0.19231873295979124,0.19561447203159332,0.9252032520325203,0.9321501706484642,0.9203539823008849,0.9339320076972418
