review_id,message_for_review,message_raw,message_clean,source_label,normalized_label_before_review,candidate_reason,source_name,dataset_name,source_group,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,expert_label,expert_confidence,expert_notes,reviewer_name,review_date,raw_quality_status,raw_quality_flags,raw_placeholder_detected,raw_placeholder_types,raw_length,raw_token_count,multi_message_cell_detected,duplicate_key,duplicate_status,suggested_action,replacement_needed_reason
EXP-SPAM-0168,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP <URL> Text stop to stop 150p/text","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP <URL> Text stop to stop 150p/text","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP <URL> Text stop to stop 150p/text",smishing,smishing,conflict_needs_review,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,True,False,False,True,generic scam-like or unclear,,,,,,fail_placeholder_raw,placeholder_raw,True,<URL>,152,32,False,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp <url> text stop to stop < > text,unique,replace,placeholder_raw
EXP-SPAM-0183,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO <URL> THERE'S A FANTASTIC PRIZEAWAITING YOU!,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO <URL> THERE'S A FANTASTIC PRIZEAWAITING YOU!,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO <URL> THERE'S A FANTASTIC PRIZEAWAITING YOU!,smishing,smishing,conflict_needs_review,SmishX,Gathered approved smishing 7k,gathered_approved_smishing,True,False,False,False,reward/prize,,,,,,fail_placeholder_raw,placeholder_raw,True,<URL>,138,24,False,important information 4 orange user 0796xxxxxx today is ur lucky day 2 find out why log onto <url> there s a fantastic prizeawaiting you,unique,replace,placeholder_raw
EXP-SPAM-0209,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ NrEpvA","New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ NrEpvA","New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ NrEpvA",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,False,False,True,generic scam-like or unclear,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new trxe login < > username rom < > word < > balance 3 953 395 68 nrepva,unique,replace,not_sms_like_artifact
EXP-SPAM-0213,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ rYmGq","New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ rYmGq","New COIN~Login || <URL> Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ rYmGq",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,True,False,True,banking/account-like suspicious,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new coin login < > username rom < > word < > balance 3 862 587 65 rymgq,unique,replace,not_sms_like_artifact
EXP-SPAM-0215,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ NVJXhX","New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ NVJXhX","New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ NVJXhX",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,False,False,True,banking/account-like suspicious,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new trxe login < > username rom < > word < > balance 3 953 395 68 nvjxhx,unique,replace,not_sms_like_artifact
EXP-SPAM-0217,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ YwlWXL","New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ YwlWXL","New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ YwlWXL",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,False,False,True,delivery-like suspicious,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new trxe login < > username rom < > word < > balance 3 953 395 68 ywlwxl,unique,replace,not_sms_like_artifact
EXP-SPAM-0218,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ AHcwEJ","New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ AHcwEJ","New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ AHcwEJ",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,False,False,True,delivery-like suspicious,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new trxe login < > username rom < > word < > balance 3 953 395 68 ahcwej,unique,replace,not_sms_like_artifact
EXP-SPAM-0219,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ uUvQGo","New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ uUvQGo","New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ uUvQGo",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,False,False,True,generic scam-like or unclear,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new trxe login < > username rom < > word < > balance 3 953 395 68 uuvqgo,unique,replace,not_sms_like_artifact
EXP-SPAM-0222,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ acENT","New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ acENT","New COIN~Login || <URL> Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ acENT",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,True,False,True,generic scam-like or unclear,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new coin login < > username rom < > word < > balance 3 862 587 65 acent,unique,replace,not_sms_like_artifact
EXP-SPAM-0224,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ vNRmu","New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ vNRmu","New COIN~Login || <URL> Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ vNRmu",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,True,True,False,True,generic scam-like or unclear,,,,,,review_sms_likeness,not_sms_like_artifact,False,,98,17,False,new coin login < > username rom < > word < > balance 3 862 587 65 vnrmu,unique,replace,not_sms_like_artifact
