generation,best_fitness,threshold,fitness,weight_extremeness_penalty,mean_recall,min_recall,mean_f1,mean_fnr,max_fnr,mean_fpr,robustness_gap
1,0.7250166257734165,0.2,0.7250166257734165,0.26744338870048523,0.9807206068268015,0.9696586599241467,0.8861800969653465,0.019279393173198482,0.03034134007585335,0.23261694058154236,0.01896333754740831
2,0.7316239487401063,0.2,0.7316239487401063,0.1520901918411255,0.9721871049304678,0.95448798988622,0.9046764034586621,0.02781289506953224,0.045512010113780026,0.17699115044247787,0.026548672566371723
3,0.7337795962179803,0.25,0.7337795962179803,0.14018064737319946,0.9661820480404552,0.943109987357775,0.92114962162677,0.03381795195954488,0.056890012642225034,0.13147914032869784,0.03539823008849563
4,0.7337795962179803,0.25,0.7337795962179803,0.14018064737319946,0.9661820480404552,0.943109987357775,0.92114962162677,0.03381795195954488,0.056890012642225034,0.13147914032869784,0.03539823008849563
5,0.7358967489822492,0.2,0.7358967489822492,0.10371097922325134,0.9702907711757269,0.9506953223767383,0.9133843138358142,0.029709228824273074,0.0493046776232617,0.15423514538558786,0.03034134007585343
6,0.7382987293810922,0.25,0.7382987293810922,0.06410598009824753,0.9715549936788874,0.95448798988622,0.9107867107177818,0.028445006321112513,0.045512010113780026,0.16182048040455121,0.029077117572692823
7,0.7382987293810922,0.25,0.7382987293810922,0.06410598009824753,0.9715549936788874,0.95448798988622,0.9107867107177818,0.028445006321112513,0.045512010113780026,0.16182048040455121,0.029077117572692823
8,0.7393119362436886,0.25,0.7393119362436886,0.0858575701713562,0.9699747155499368,0.9506953223767383,0.9197910175686259,0.03002528445006321,0.0493046776232617,0.1390644753476612,0.031605562579013924
9,0.7393119362436886,0.25,0.7393119362436886,0.0858575701713562,0.9699747155499368,0.9506953223767383,0.9197910175686259,0.03002528445006321,0.0493046776232617,0.1390644753476612,0.031605562579013924
10,0.7393119362436886,0.25,0.7393119362436886,0.0858575701713562,0.9699747155499368,0.9506953223767383,0.9197910175686259,0.03002528445006321,0.0493046776232617,0.1390644753476612,0.031605562579013924
11,0.7393119362436886,0.25,0.7393119362436886,0.0858575701713562,0.9699747155499368,0.9506953223767383,0.9197910175686259,0.03002528445006321,0.0493046776232617,0.1390644753476612,0.031605562579013924
12,0.7393119362436886,0.25,0.7393119362436886,0.0858575701713562,0.9699747155499368,0.9506953223767383,0.9197910175686259,0.03002528445006321,0.0493046776232617,0.1390644753476612,0.031605562579013924
13,0.7395059443444463,0.25,0.7395059443444463,0.07126831263303757,0.9693426042983565,0.9469026548672567,0.9222202433252997,0.030657395701643487,0.05309734513274336,0.13274336283185842,0.036662452591656125
14,0.7395059443444463,0.25,0.7395059443444463,0.07126831263303757,0.9693426042983565,0.9469026548672567,0.9222202433252997,0.030657395701643487,0.05309734513274336,0.13274336283185842,0.036662452591656125
15,0.7397504489645987,0.25,0.7397504489645987,0.05324406176805496,0.9699747155499368,0.9494310998735778,0.9181348831602365,0.030025284450063208,0.05056890012642225,0.14285714285714285,0.034134007585335024
16,0.7402819320016852,0.25,0.7402819320016852,0.0720812976360321,0.9696586599241467,0.9481668773704172,0.9229406807199245,0.030341340075853346,0.051833122629582805,0.13147914032869784,0.03539823008849563
17,0.7405693952918239,0.25,0.7405693952918239,0.07206783443689346,0.9709228824273073,0.9532237673830595,0.9186290540573608,0.029077117572692792,0.04677623261694058,0.14285714285714285,0.030341340075853318
18,0.7408822129168677,0.25,0.7408822129168677,0.06721898913383484,0.9699747155499368,0.9494310998735778,0.9225509542245492,0.030025284450063208,0.05056890012642225,0.13274336283185842,0.034134007585335024
19,0.7408822129168677,0.25,0.7408822129168677,0.06721898913383484,0.9699747155499368,0.9494310998735778,0.9225509542245492,0.030025284450063208,0.05056890012642225,0.13274336283185842,0.034134007585335024
20,0.7408822129168677,0.25,0.7408822129168677,0.06721898913383484,0.9699747155499368,0.9494310998735778,0.9225509542245492,0.030025284450063208,0.05056890012642225,0.13274336283185842,0.034134007585335024
21,0.7408822129168677,0.25,0.7408822129168677,0.06721898913383484,0.9699747155499368,0.9494310998735778,0.9225509542245492,0.030025284450063208,0.05056890012642225,0.13274336283185842,0.034134007585335024
22,0.7409527613469529,0.25,0.7409527613469529,0.0658080205321312,0.9699747155499368,0.9494310998735778,0.9225509542245492,0.030025284450063208,0.05056890012642225,0.13274336283185842,0.034134007585335024
23,0.7410812522658047,0.25,0.7410812522658047,0.06579780578613281,0.9702907711757269,0.9506953223767383,0.9216079804512981,0.02970922882427307,0.0493046776232617,0.13527180783817952,0.03286978508217453
24,0.7410812522658047,0.25,0.7410812522658047,0.06579780578613281,0.9702907711757269,0.9506953223767383,0.9216079804512981,0.02970922882427307,0.0493046776232617,0.13527180783817952,0.03286978508217453
25,0.7410812522658047,0.25,0.7410812522658047,0.06579780578613281,0.9702907711757269,0.9506953223767383,0.9216079804512981,0.02970922882427307,0.0493046776232617,0.13527180783817952,0.03286978508217453
26,0.7410812522658047,0.25,0.7410812522658047,0.06579780578613281,0.9702907711757269,0.9506953223767383,0.9216079804512981,0.02970922882427307,0.0493046776232617,0.13527180783817952,0.03286978508217453
27,0.7411179719335361,0.25,0.7411179719335361,0.056792959570884705,0.9709228824273072,0.9519595448798989,0.9191760528885611,0.029077117572692796,0.04804045512010114,0.1415929203539823,0.031605562579013924
28,0.7411724630576706,0.25,0.7411724630576706,0.06600819528102875,0.9699747155499368,0.9494310998735778,0.9231059519678979,0.030025284450063208,0.05056890012642225,0.13147914032869784,0.034134007585335024
29,0.7416153509800076,0.25,0.7416153509800076,0.06429244577884674,0.9702907711757269,0.9506953223767383,0.9227160086630399,0.02970922882427307,0.0493046776232617,0.13274336283185842,0.03286978508217453
30,0.7416153509800076,0.25,0.7416153509800076,0.06429244577884674,0.9702907711757269,0.9506953223767383,0.9227160086630399,0.02970922882427307,0.0493046776232617,0.13274336283185842,0.03286978508217453
31,0.7416461550100373,0.25,0.7416461550100373,0.05994107574224472,0.9709228824273072,0.9519595448798989,0.9208292379205445,0.029077117572692796,0.04804045512010114,0.13780025284450062,0.031605562579013924
32,0.7416461550100373,0.25,0.7416461550100373,0.05994107574224472,0.9709228824273072,0.9519595448798989,0.9208292379205445,0.029077117572692796,0.04804045512010114,0.13780025284450062,0.031605562579013924
33,0.741753640781585,0.25,0.741753640781585,0.06236988678574562,0.9709228824273072,0.9519595448798989,0.9213816219157602,0.029077117572692796,0.04804045512010114,0.13653603034134007,0.031605562579013924
34,0.7418007211866414,0.25,0.7418007211866414,0.06142827868461609,0.9709228824273072,0.9519595448798989,0.9213816219157602,0.029077117572692796,0.04804045512010114,0.13653603034134007,0.031605562579013924
