generation,best_fitness,threshold,fitness,weight_extremeness_penalty,mean_recall,min_recall,mean_f1,mean_fnr,max_fnr,mean_fpr,robustness_gap
1,0.7204766221284197,0.2,0.7204766221284197,0.18846315145492554,0.9791403286978508,0.9696586599241467,0.8670489917556773,0.020859671302149177,0.03034134007585335,0.27939317319848295,0.017699115044247704
2,0.7237273856905438,0.55,0.7237273856905438,0.1851215660572052,0.9715549936788874,0.9570164348925411,0.8876524231722823,0.028445006321112513,0.04298356510745891,0.21744627054361568,0.020227560050568916
3,0.725920106219946,0.5,0.725920106219946,0.13457012176513672,0.9785082174462705,0.9633375474083439,0.8785295083682613,0.021491782553729456,0.03666245259165613,0.24905183312262957,0.020227560050568916
4,0.7280126282045087,0.35,0.7280126282045087,0.1782897412776947,0.972819216182048,0.9582806573957017,0.8955303336590785,0.02718078381795196,0.041719342604298354,0.1997471554993679,0.02149178255372941
5,0.7290277147805452,0.55,0.7290277147805452,0.12327385693788528,0.9759797724399494,0.9608091024020228,0.8878483077678236,0.024020227560050567,0.039190897597977246,0.2225031605562579,0.02149178255372941
6,0.7305257478075909,0.5,0.7305257478075909,0.03590873256325722,0.9718710493046776,0.9532237673830595,0.8893428440315264,0.028128950695322376,0.04677623261694058,0.213653603034134,0.02654867256637161
7,0.7320231515764463,0.4,0.7320231515764463,0.06473106145858765,0.975031605562579,0.9608091024020228,0.8883920201334019,0.024968394437420986,0.039190897597977246,0.21997471554993678,0.020227560050568916
8,0.7320231515764463,0.4,0.7320231515764463,0.06473106145858765,0.975031605562579,0.9608091024020228,0.8883920201334019,0.024968394437420986,0.039190897597977246,0.21997471554993678,0.020227560050568916
9,0.7321542873828876,0.4,0.7321542873828876,0.062108345329761505,0.975031605562579,0.9608091024020228,0.8883920201334019,0.024968394437420986,0.039190897597977246,0.21997471554993678,0.020227560050568916
10,0.7321542873828876,0.4,0.7321542873828876,0.062108345329761505,0.975031605562579,0.9608091024020228,0.8883920201334019,0.024968394437420986,0.039190897597977246,0.21997471554993678,0.020227560050568916
11,0.7321542873828876,0.4,0.7321542873828876,0.062108345329761505,0.975031605562579,0.9608091024020228,0.8883920201334019,0.024968394437420986,0.039190897597977246,0.21997471554993678,0.020227560050568916
12,0.7325955907695022,0.4,0.7325955907695022,0.06174011901021004,0.9753476611883691,0.9608091024020228,0.8890641972420145,0.02465233881163085,0.039190897597977246,0.21871049304677623,0.01896333754740831
13,0.7325955907695022,0.4,0.7325955907695022,0.06174011901021004,0.9753476611883691,0.9608091024020228,0.8890641972420145,0.02465233881163085,0.039190897597977246,0.21871049304677623,0.01896333754740831
14,0.7330331241534108,0.4,0.7330331241534108,0.06766220182180405,0.9766118836915297,0.9620733249051833,0.8891919144011813,0.02338811630847029,0.03792667509481669,0.21997471554993678,0.01896333754740842
15,0.7331782785997742,0.4,0.7331782785997742,0.06475911289453506,0.9766118836915297,0.9620733249051833,0.8891919144011813,0.02338811630847029,0.03792667509481669,0.21997471554993678,0.01896333754740842
16,0.7331782785997742,0.4,0.7331782785997742,0.06475911289453506,0.9766118836915297,0.9620733249051833,0.8891919144011813,0.02338811630847029,0.03792667509481669,0.21997471554993678,0.01896333754740842
17,0.7332746254869943,0.4,0.7332746254869943,0.059979088604450226,0.9762958280657396,0.9620733249051833,0.889032455602691,0.02370417193426043,0.03792667509481669,0.21997471554993678,0.01896333754740842
18,0.7334633247359609,0.4,0.7334633247359609,0.06180688738822937,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
19,0.7334633247359609,0.4,0.7334633247359609,0.06180688738822937,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
20,0.7334633247359609,0.4,0.7334633247359609,0.06180688738822937,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
21,0.7334633247359609,0.4,0.7334633247359609,0.06180688738822937,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
22,0.7334633247359609,0.4,0.7334633247359609,0.06180688738822937,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
23,0.7334633247359609,0.4,0.7334633247359609,0.06180688738822937,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
24,0.7334940537243103,0.4,0.7334940537243103,0.061192307621240616,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
25,0.7334940537243103,0.4,0.7334940537243103,0.061192307621240616,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
26,0.7334940537243103,0.4,0.7334940537243103,0.061192307621240616,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
27,0.7334940537243103,0.4,0.7334940537243103,0.061192307621240616,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
28,0.7334940537243103,0.4,0.7334940537243103,0.061192307621240616,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
29,0.7334940537243103,0.4,0.7334940537243103,0.061192307621240616,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
30,0.733529188858853,0.4,0.733529188858853,0.057636409997940063,0.9759797724399495,0.9620733249051833,0.8893852018658716,0.02402022756005057,0.03792667509481669,0.21871049304677623,0.017699115044247815
31,0.7335367991614054,0.4,0.7335367991614054,0.054634302854537964,0.9756637168141593,0.9620733249051833,0.8892262739762691,0.024336283185840708,0.03792667509481669,0.21871049304677623,0.017699115044247815
32,0.7335367991614054,0.4,0.7335367991614054,0.054634302854537964,0.9756637168141593,0.9620733249051833,0.8892262739762691,0.024336283185840708,0.03792667509481669,0.21871049304677623,0.017699115044247815
33,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
34,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
35,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
36,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
37,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
38,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
39,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
40,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
41,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
42,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
43,0.7336163797779893,0.4,0.7336163797779893,0.05874578654766083,0.9762958280657396,0.9620733249051833,0.8895446787288227,0.02370417193426043,0.03792667509481669,0.21871049304677623,0.017699115044247815
